State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total charge
48.0,73,415,0.0,0.0,0,214.2,90,196.8,78,157.9,112,5.9,8,0,61.84
20.0,61,415,0.0,0.0,0,260.0,123,210.5,127,234.7,70,9.0,3,1,75.08000000000001
49.0,161,415,0.0,0.0,0,191.9,113,70.9,87,204.8,107,13.4,4,4,51.489999999999995
44.0,118,415,0.0,1.0,24,118.1,83,109.6,72,245.5,73,16.9,2,1,45.010000000000005
5.0,23,408,0.0,0.0,0,190.2,89,166.4,108,219.8,73,15.0,4,6,60.41
27.0,127,415,0.0,1.0,25,82.2,95,163.3,109,264.9,104,5.1,6,0,41.150000000000006
31.0,42,415,0.0,1.0,32,163.8,80,177.8,123,190.4,106,8.1,5,0,53.72
2.0,118,415,0.0,0.0,0,267.8,145,316.4,121,208.6,91,14.4,11,5,85.7
12.0,45,510,0.0,0.0,0,159.8,91,120.4,86,163.0,93,10.6,3,2,47.60000000000001
10.0,50,408,0.0,1.0,24,214.3,129,289.8,55,312.5,130,10.6,4,1,77.98
24.0,179,510,0.0,0.0,0,287.3,123,288.0,114,266.0,112,10.5,4,0,88.13000000000001
24.0,152,408,0.0,0.0,0,101.2,122,141.6,87,198.5,124,7.5,3,2,40.2
50.0,105,415,0.0,0.0,0,102.8,74,281.7,125,228.1,113,13.2,5,2,55.24
11.0,72,415,0.0,0.0,0,109.1,97,115.7,96,295.8,84,8.3,6,0,43.93000000000001
38.0,52,408,0.0,0.0,0,215.9,67,217.0,108,342.8,130,5.2,2,1,71.98000000000002
43.0,125,415,0.0,0.0,0,203.4,110,128.7,97,190.5,113,11.0,4,1,57.059999999999995
45.0,143,510,0.0,0.0,0,110.1,113,169.0,59,166.7,94,9.2,2,1,43.06999999999999
39.0,65,415,0.0,0.0,0,111.0,51,219.8,84,202.0,89,4.4,14,1,47.83
48.0,80,415,0.0,0.0,0,239.9,121,142.3,51,364.3,106,9.3,5,1,71.78000000000002
27.0,43,415,0.0,0.0,0,84.2,134,80.8,103,196.1,79,10.8,2,1,32.92
33.0,143,415,0.0,0.0,0,209.1,127,106.1,80,179.6,90,14.0,6,0,56.42999999999999
44.0,81,415,0.0,1.0,24,130.1,117,196.0,61,139.3,123,11.4,5,0,48.129999999999995
21.0,205,510,0.0,1.0,24,175.8,139,155.0,98,180.7,64,7.8,5,2,53.31
11.0,24,415,0.0,0.0,0,241.9,104,145.2,112,214.5,105,6.6,5,1,64.88999999999999
35.0,74,415,0.0,0.0,0,136.7,106,228.6,105,265.3,114,9.8,4,0,57.26
36.0,74,415,0.0,0.0,0,200.4,87,309.2,105,152.1,118,10.0,2,1,69.89
17.0,74,510,1.0,0.0,0,125.8,103,207.7,96,207.4,143,14.1,4,1,52.18
1.0,200,408,0.0,0.0,0,128.2,87,133.2,105,177.6,123,11.2,2,1,44.120000000000005
20.0,86,408,0.0,0.0,0,226.3,88,223.0,107,255.6,92,13.0,3,4,72.44000000000001
29.0,91,510,0.0,1.0,37,162.3,107,233.9,115,277.4,94,9.2,4,0,62.43
43.0,130,415,0.0,0.0,0,120.5,127,189.7,52,270.1,107,14.3,2,1,52.62
35.0,56,408,0.0,0.0,0,91.1,90,179.3,115,300.7,89,11.9,8,2,47.47
8.0,117,415,0.0,0.0,0,168.8,137,241.4,107,204.8,106,15.5,4,0,62.629999999999995
46.0,126,415,0.0,0.0,0,226.2,88,140.3,114,208.9,110,6.4,2,0,61.51
37.0,132,510,0.0,0.0,0,191.9,107,206.9,127,272.0,88,12.6,2,1,65.85
33.0,81,415,0.0,1.0,28,167.9,147,190.7,105,193.0,103,9.2,6,4,55.919999999999995
27.0,122,415,0.0,0.0,0,180.0,88,145.0,77,233.7,120,11.5,6,2,56.56
31.0,46,408,0.0,0.0,0,257.4,67,261.1,91,204.4,107,13.4,5,2,78.77000000000001
13.0,99,408,0.0,0.0,0,159.7,83,155.4,121,255.7,114,8.4,3,1,54.14
1.0,87,408,0.0,0.0,0,237.2,124,222.6,87,173.3,81,11.0,3,1,70.01
0.0,108,415,0.0,0.0,0,103.0,129,242.3,103,170.2,89,7.9,3,1,47.9
38.0,53,415,0.0,0.0,0,205.1,86,160.5,95,149.5,142,10.7,2,3,58.129999999999995
33.0,144,415,1.0,0.0,0,150.0,69,285.9,73,190.6,121,9.4,15,0,60.919999999999995
1.0,91,510,0.0,1.0,23,232.4,97,186.0,88,190.5,128,12.3,3,3,67.21
10.0,58,408,0.0,0.0,0,165.4,100,115.7,87,193.8,118,12.8,5,2,50.13
2.0,5,415,0.0,0.0,0,199.2,106,187.3,12,214.0,85,13.3,3,3,63.0
19.0,97,408,0.0,0.0,0,217.6,81,320.5,51,150.7,110,4.2,3,0,72.14
24.0,142,415,0.0,1.0,30,154.0,75,165.8,97,270.0,83,10.8,5,1,55.339999999999996
34.0,9,408,0.0,1.0,31,193.8,130,202.6,98,191.2,102,13.3,2,1,62.36
3.0,73,415,0.0,0.0,0,175.4,130,248.1,105,122.4,85,12.2,4,0,59.709999999999994
49.0,43,408,0.0,0.0,0,230.2,147,186.7,121,128.4,100,9.2,3,0,63.26
32.0,122,408,0.0,1.0,33,174.9,103,248.2,105,164.6,116,13.5,3,1,61.88999999999999
40.0,93,415,0.0,0.0,0,190.2,68,262.2,64,130.0,92,8.8,4,0,62.85
46.0,85,415,0.0,0.0,0,176.4,122,224.9,123,219.6,50,11.5,1,1,62.1
18.0,87,415,0.0,0.0,0,228.7,90,163.0,99,154.1,90,11.8,3,1,62.86
35.0,137,408,0.0,0.0,0,144.0,90,181.6,100,128.1,93,12.3,2,0,49.0
37.0,21,510,0.0,1.0,31,135.9,90,271.0,84,179.1,89,9.5,7,6,56.77
17.0,104,415,0.0,0.0,0,130.5,77,131.2,117,264.7,63,13.0,6,0,48.76
10.0,93,408,0.0,1.0,21,134.2,105,162.5,128,186.6,90,11.8,2,4,48.209999999999994
46.0,63,415,0.0,0.0,0,278.0,102,266.4,114,224.1,118,13.1,4,4,83.52000000000001
37.0,161,415,0.0,0.0,0,105.4,70,214.8,122,223.6,126,7.8,5,0,48.35000000000001
24.0,103,408,0.0,1.0,24,111.8,85,239.6,102,268.3,81,6.9,4,1,53.31
28.0,84,415,0.0,1.0,33,159.1,106,149.8,101,213.4,108,13.0,18,1,52.89
23.0,92,510,0.0,0.0,0,212.4,105,224.6,118,221.3,105,9.0,4,1,67.59
33.0,77,415,0.0,0.0,0,142.3,112,306.3,111,196.5,82,9.9,1,1,61.74000000000001
34.0,64,415,1.0,0.0,0,346.8,55,249.5,79,275.4,102,13.3,9,1,96.15
9.0,159,415,0.0,1.0,15,113.9,102,145.3,146,195.2,137,11.8,9,1,43.68
16.0,110,415,1.0,1.0,27,267.9,103,263.3,74,178.1,106,8.3,2,1,78.17
33.0,138,510,0.0,0.0,0,171.4,117,115.2,128,224.5,115,17.0,4,3,53.620000000000005
33.0,178,408,0.0,0.0,0,275.4,150,187.5,62,147.1,126,13.6,3,1,73.05
40.0,38,415,0.0,1.0,31,197.2,118,249.9,70,298.9,104,3.9,2,0,69.26
22.0,45,510,0.0,1.0,26,91.7,104,150.6,119,63.3,103,7.7,5,1,33.32
42.0,70,510,0.0,0.0,0,126.3,99,141.6,106,255.9,96,9.6,2,0,47.620000000000005
34.0,147,510,0.0,1.0,33,251.5,107,234.1,110,213.4,87,10.4,6,3,75.07
33.0,94,510,0.0,0.0,0,190.6,108,152.3,95,144.7,97,7.5,5,1,53.88999999999999
14.0,179,510,0.0,0.0,0,116.1,101,201.8,99,181.9,103,11.6,5,0,48.21
28.0,59,510,0.0,0.0,0,179.4,80,232.5,99,175.8,105,14.7,3,0,62.14
27.0,165,415,0.0,0.0,0,207.7,109,164.8,94,54.5,91,7.9,3,0,53.900000000000006
22.0,133,408,0.0,0.0,0,277.3,138,228.4,117,117.3,103,12.8,4,2,75.28999999999999
42.0,140,415,0.0,0.0,0,125.3,84,167.6,121,260.6,94,8.4,4,1,49.550000000000004
46.0,93,408,0.0,1.0,32,138.1,91,167.3,72,238.9,115,6.8,3,2,50.290000000000006
8.0,64,415,0.0,1.0,27,201.3,101,143.8,89,150.2,127,12.3,3,1,56.519999999999996
37.0,48,415,0.0,0.0,0,190.4,92,317.5,85,133.4,113,8.3,4,2,67.6
34.0,181,408,0.0,0.0,0,143.3,91,195.5,58,223.3,95,6.0,7,1,52.65
24.0,168,415,0.0,1.0,42,97.4,57,203.6,98,173.9,124,11.4,2,2,44.779999999999994
9.0,155,415,0.0,0.0,0,181.4,111,167.7,92,168.5,122,11.3,3,3,55.72
34.0,11,415,0.0,0.0,0,143.4,130,289.4,50,194.0,100,9.7,6,2,60.330000000000005
28.0,182,415,0.0,0.0,0,104.9,111,198.5,120,258.2,91,8.0,5,2,48.480000000000004
35.0,102,415,0.0,0.0,0,114.8,125,81.9,126,304.3,101,12.0,4,0,43.410000000000004
1.0,122,415,0.0,0.0,0,232.5,96,205.5,120,213.7,91,11.9,2,0,69.83
40.0,41,415,0.0,0.0,0,143.6,117,152.4,108,194.4,110,8.6,3,1,48.43
10.0,132,415,0.0,0.0,0,176.7,132,244.1,80,176.3,120,9.1,4,2,61.18
50.0,76,415,0.0,0.0,0,263.4,148,230.3,69,170.6,101,11.4,5,1,75.11999999999999
11.0,115,415,0.0,1.0,33,145.0,72,194.5,157,242.3,138,14.2,3,2,55.91
18.0,154,510,0.0,0.0,0,166.9,99,154.9,97,189.4,89,7.2,5,0,52.0
2.0,100,510,0.0,0.0,0,142.5,87,195.7,88,122.1,117,7.8,8,2,48.46
0.0,146,510,1.0,0.0,0,133.0,65,262.8,93,214.3,128,11.2,3,1,57.61000000000001
1.0,67,415,0.0,1.0,28,95.0,94,291.2,73,159.6,114,10.0,2,2,50.78
44.0,161,510,1.0,0.0,0,194.2,106,249.4,105,254.9,129,12.9,1,1,69.16
16.0,70,415,0.0,0.0,0,222.8,114,215.9,113,223.5,122,0.0,0,1,66.29
45.0,99,415,0.0,1.0,42,216.0,125,232.3,104,215.5,100,9.3,4,2,68.68
44.0,87,415,0.0,0.0,0,146.3,108,171.8,102,167.5,66,5.3,9,1,48.44
15.0,87,510,0.0,0.0,0,234.8,85,140.9,91,204.3,93,9.5,5,1,63.660000000000004
6.0,70,408,0.0,0.0,0,198.6,111,213.9,115,171.2,105,10.6,6,2,62.5
24.0,119,408,0.0,1.0,32,142.6,77,208.2,126,171.0,102,12.0,2,3,52.87
39.0,87,510,1.0,0.0,0,134.2,80,165.0,71,173.1,102,10.7,5,0,47.519999999999996
4.0,112,415,0.0,0.0,0,111.9,92,114.0,143,146.8,79,14.1,3,5,39.13
39.0,75,415,0.0,0.0,0,122.8,89,211.3,104,261.4,91,10.7,2,2,53.49
6.0,150,510,0.0,0.0,0,189.3,77,220.9,105,238.7,117,9.2,5,4,64.18
15.0,161,510,0.0,1.0,38,240.4,112,201.8,102,206.1,112,16.1,6,0,71.63999999999999
9.0,91,510,1.0,1.0,24,93.5,112,183.4,128,240.7,133,9.9,3,0,44.99
16.0,124,415,0.0,0.0,0,158.6,104,211.2,77,179.3,104,10.2,8,3,55.73
39.0,158,510,0.0,0.0,0,220.9,129,242.2,108,233.3,75,6.4,5,0,70.37
33.0,102,415,0.0,0.0,0,144.4,87,266.5,128,217.6,59,7.1,7,0,58.910000000000004
44.0,85,510,0.0,0.0,0,212.3,107,228.4,103,163.3,116,7.7,3,0,64.93
36.0,79,510,0.0,0.0,0,147.0,72,165.7,102,243.2,107,8.4,9,1,52.28
23.0,139,510,0.0,1.0,25,96.2,112,178.9,70,182.1,84,12.9,10,2,43.23
27.0,103,415,0.0,0.0,0,263.4,118,179.1,69,214.7,112,10.3,2,0,72.44
37.0,98,415,1.0,0.0,0,12.5,67,256.6,90,169.4,88,7.7,9,1,33.64
30.0,78,408,0.0,0.0,0,162.3,116,192.4,86,240.6,100,10.1,3,2,57.49999999999999
0.0,50,408,0.0,0.0,0,183.6,107,58.6,118,202.6,99,8.7,3,1,47.66
49.0,86,415,0.0,1.0,38,123.0,158,133.9,119,138.2,103,13.3,4,1,42.099999999999994
10.0,92,510,0.0,0.0,0,208.0,125,198.9,76,76.4,97,8.6,6,0,58.029999999999994
32.0,174,415,0.0,0.0,0,239.2,72,188.5,124,105.6,116,8.8,3,1,63.809999999999995
35.0,124,510,0.0,0.0,0,193.0,97,89.8,99,172.8,104,15.3,3,1,52.35000000000001
39.0,190,415,0.0,1.0,26,116.7,71,145.9,88,175.1,103,9.9,3,1,42.790000000000006
11.0,101,510,0.0,0.0,0,93.8,127,150.0,104,241.1,116,10.7,2,1,42.44
50.0,185,415,1.0,1.0,30,154.1,114,118.7,106,258.4,105,12.9,3,2,51.4
34.0,68,415,0.0,1.0,29,239.5,82,203.8,105,167.8,70,9.9,6,0,68.26
16.0,117,510,0.0,1.0,25,216.0,140,224.1,69,267.9,112,11.8,4,0,71.02
18.0,118,408,0.0,0.0,0,187.4,97,177.8,89,233.4,97,12.2,6,1,60.76
38.0,124,415,0.0,0.0,0,167.4,119,233.2,143,109.6,115,10.3,5,0,55.99
33.0,22,510,0.0,0.0,0,160.4,108,218.1,88,192.9,115,12.5,4,1,57.870000000000005
23.0,75,415,0.0,0.0,0,143.2,92,209.1,142,173.0,96,11.9,9,1,53.11
24.0,164,408,0.0,1.0,25,219.1,88,151.5,99,50.1,60,14.3,6,1,56.24
21.0,177,415,0.0,0.0,0,232.8,106,175.2,97,212.2,77,12.5,7,2,67.39999999999999
30.0,110,408,0.0,0.0,0,162.0,81,247.5,89,155.5,99,8.9,8,0,57.98
23.0,158,408,0.0,0.0,0,209.9,112,221.3,82,210.0,93,8.2,3,1,66.14999999999999
35.0,114,415,0.0,0.0,0,191.5,88,175.2,78,220.3,118,0.0,0,0,57.36
27.0,64,408,0.0,1.0,19,291.1,150,226.7,123,219.1,67,7.5,2,1,80.65
17.0,111,415,0.0,0.0,0,255.9,97,204.1,129,171.3,84,12.3,5,3,71.88
26.0,60,408,0.0,0.0,0,252.7,97,221.1,121,109.9,100,12.4,4,2,70.05
31.0,113,408,0.0,0.0,0,132.1,72,247.5,107,246.2,123,6.9,6,3,56.44
9.0,109,408,0.0,0.0,0,217.0,115,207.0,142,268.0,106,8.2,4,1,68.75999999999999
15.0,105,510,0.0,1.0,42,101.9,79,223.1,97,241.6,77,12.9,2,0,50.629999999999995
8.0,85,510,0.0,0.0,0,211.5,100,184.6,88,164.3,131,13.3,4,2,62.629999999999995
1.0,131,510,0.0,0.0,0,153.4,86,198.5,81,164.4,83,10.4,3,0,53.160000000000004
21.0,59,510,0.0,0.0,0,166.3,95,239.3,87,123.2,108,10.0,3,2,56.85
41.0,148,408,0.0,0.0,0,185.2,87,170.4,96,165.1,104,9.5,13,1,55.96
45.0,210,408,0.0,0.0,0,104.6,121,149.5,71,255.1,67,6.5,8,2,43.73
13.0,106,510,0.0,0.0,0,274.4,120,198.6,82,160.8,62,6.0,3,1,72.39
17.0,57,415,0.0,1.0,29,279.9,121,223.1,109,251.7,94,13.0,2,1,81.38
28.0,98,510,0.0,0.0,0,187.2,127,195.6,88,181.8,129,5.1,4,1,58.010000000000005
11.0,157,415,0.0,0.0,0,276.2,95,165.8,119,151.6,79,2.2,4,3,68.45000000000002
48.0,116,415,0.0,1.0,35,200.4,104,272.8,89,214.5,100,8.3,4,1,69.15
49.0,30,510,0.0,0.0,0,162.3,96,244.0,122,180.1,89,9.1,4,2,58.89
31.0,111,510,0.0,0.0,0,176.9,128,102.8,56,213.7,84,10.5,2,4,51.269999999999996
16.0,52,415,0.0,0.0,0,165.5,78,205.5,89,213.6,124,12.2,6,0,58.51
31.0,135,510,0.0,1.0,28,201.4,100,246.5,117,154.8,131,12.9,4,2,65.64
27.0,86,510,0.0,0.0,0,190.5,115,179.6,130,258.5,89,10.1,5,3,62.019999999999996
50.0,151,510,0.0,0.0,0,235.9,104,80.6,91,212.8,116,5.8,2,3,58.1
34.0,117,415,0.0,0.0,0,144.6,115,258.8,66,253.2,113,7.4,9,2,59.97
13.0,82,408,0.0,0.0,0,101.0,93,155.6,104,304.4,93,13.3,2,0,47.69
12.0,152,415,0.0,0.0,0,206.3,98,292.8,82,43.7,121,10.6,4,1,64.79
42.0,108,408,0.0,1.0,15,165.1,85,267.0,93,250.7,114,10.9,4,1,64.99
35.0,98,408,0.0,0.0,0,165.0,129,202.6,113,172.3,94,12.5,7,1,56.4
19.0,47,415,0.0,0.0,0,155.3,116,188.2,85,247.0,73,12.3,4,3,56.839999999999996
36.0,189,415,0.0,0.0,0,208.3,106,236.7,123,179.1,120,11.3,5,3,66.64
29.0,159,415,0.0,0.0,0,189.1,105,246.1,147,242.0,106,10.4,5,1,66.77
45.0,11,408,0.0,1.0,24,131.5,98,230.2,111,283.7,87,10.0,3,2,57.400000000000006
26.0,111,408,0.0,0.0,0,142.3,75,122.8,106,229.5,94,12.8,9,2,48.42
46.0,99,408,0.0,1.0,19,87.7,103,223.0,86,182.3,112,7.3,4,2,44.040000000000006
45.0,114,415,1.0,1.0,31,174.5,104,224.2,92,116.3,91,12.3,10,2,57.28000000000001
1.0,71,415,0.0,0.0,0,103.3,103,138.5,79,164.8,98,9.0,2,2,39.18
1.0,100,408,0.0,1.0,25,246.6,94,141.4,112,189.8,109,13.0,5,1,65.99
49.0,83,415,0.0,1.0,37,78.5,109,210.5,101,179.7,102,11.8,4,1,42.519999999999996
33.0,64,408,0.0,0.0,0,148.1,73,164.9,101,216.0,125,12.3,2,5,52.24
42.0,105,408,0.0,0.0,0,206.2,84,256.4,138,117.1,91,9.0,3,1,64.54
13.0,144,415,0.0,1.0,33,251.6,87,197.6,118,209.2,97,12.2,3,2,72.27000000000001
50.0,106,415,1.0,1.0,26,270.3,111,215.2,90,254.0,133,14.4,7,1,79.56000000000002
43.0,19,510,0.0,1.0,34,156.6,97,224.2,97,260.9,135,11.3,1,1,60.47
19.0,46,408,0.0,0.0,0,139.4,81,223.7,113,173.1,77,13.6,6,1,54.17
14.0,127,510,0.0,0.0,0,220.2,108,188.4,124,172.7,113,11.7,3,2,64.36999999999999
18.0,9,415,0.0,1.0,39,214.1,108,169.2,115,189.7,117,10.1,3,1,62.05
5.0,157,415,0.0,0.0,0,196.0,74,213.4,96,196.8,81,7.9,6,1,62.45
44.0,105,415,0.0,0.0,0,106.4,71,240.1,83,147.7,114,5.3,4,6,46.58
13.0,31,415,0.0,0.0,0,177.3,129,152.8,105,162.9,92,5.1,2,0,51.84
23.0,95,408,0.0,1.0,32,262.2,123,165.2,82,194.3,57,10.6,5,0,70.21
10.0,132,415,0.0,0.0,0,193.3,106,128.3,94,162.1,119,11.6,4,5,54.19
11.0,119,408,0.0,1.0,24,217.2,94,138.7,52,139.3,85,11.3,4,0,58.03
1.0,16,408,0.0,0.0,0,209.5,89,172.8,85,94.1,102,8.8,4,1,56.919999999999995
6.0,99,408,0.0,0.0,0,95.4,105,207.2,101,136.0,117,5.6,5,1,41.459999999999994
5.0,76,408,0.0,1.0,26,214.6,110,205.2,87,134.6,140,8.1,2,1,62.17
16.0,167,415,0.0,0.0,0,131.6,120,211.3,96,168.3,97,11.1,4,4,50.9
31.0,129,415,0.0,0.0,0,168.4,117,217.1,129,81.6,100,11.8,7,1,53.94
9.0,116,408,0.0,0.0,0,146.4,123,176.6,113,212.6,102,7.8,5,1,51.58
4.0,60,415,1.0,0.0,0,183.0,110,206.7,93,203.8,119,11.1,6,1,60.85
43.0,47,408,0.0,1.0,28,112.2,70,154.8,106,166.7,105,10.6,2,0,42.59
23.0,40,510,1.0,0.0,0,170.7,55,179.1,108,281.9,89,8.2,9,3,59.14
0.0,173,510,0.0,0.0,0,172.5,78,142.6,91,102.0,63,10.9,2,0,48.97999999999999
37.0,157,510,0.0,1.0,30,194.3,107,243.2,108,322.2,114,7.1,5,1,70.12
25.0,66,408,0.0,1.0,32,187.8,117,129.8,90,132.3,113,12.0,3,2,52.150000000000006
46.0,50,415,1.0,1.0,26,307.1,94,289.4,78,174.9,109,8.0,3,0,86.84
44.0,72,415,0.0,0.0,0,118.2,106,167.2,136,214.2,106,12.2,3,3,47.23
16.0,130,510,0.0,0.0,0,154.0,95,205.9,106,233.7,75,12.9,1,1,57.68
33.0,143,408,0.0,0.0,0,155.5,101,213.4,89,237.9,61,7.6,11,1,57.339999999999996
43.0,32,408,0.0,0.0,0,157.9,88,180.8,132,132.5,102,12.8,3,1,51.63
19.0,166,415,0.0,0.0,0,203.4,81,167.7,110,132.0,124,9.2,5,2,57.24999999999999
4.0,72,408,0.0,1.0,39,92.8,98,271.2,115,167.1,83,5.8,7,1,47.919999999999995
12.0,134,415,0.0,1.0,32,216.8,78,102.2,111,174.0,83,8.6,2,0,55.699999999999996
30.0,13,415,0.0,0.0,0,193.2,89,194.4,90,186.5,104,9.7,2,4,60.37
10.0,90,415,0.0,0.0,0,113.2,108,189.3,63,271.8,124,14.1,4,3,51.370000000000005
48.0,111,415,0.0,1.0,36,166.2,54,238.8,109,108.8,92,11.2,2,3,56.47
5.0,101,408,0.0,1.0,23,262.2,101,157.0,80,129.1,100,7.3,14,1,65.7
40.0,72,415,0.0,0.0,0,207.8,92,195.7,110,184.8,124,13.1,4,0,63.81999999999999
22.0,67,510,0.0,1.0,35,245.4,89,148.2,102,274.0,136,7.5,6,1,68.68
20.0,172,408,0.0,0.0,0,287.1,108,178.4,125,153.2,98,14.4,2,3,74.75
15.0,154,510,0.0,1.0,32,192.3,82,165.3,134,205.0,74,9.0,1,2,58.4
21.0,69,510,0.0,0.0,0,194.2,122,242.1,81,215.8,80,9.7,3,2,65.92
7.0,123,415,0.0,0.0,0,211.0,92,217.0,102,214.8,104,9.8,7,3,66.64
42.0,130,415,0.0,1.0,12,141.9,92,228.9,102,195.1,101,8.7,5,0,54.71
9.0,142,415,0.0,1.0,26,220.5,94,239.5,126,254.3,109,5.9,9,2,70.88000000000001
11.0,87,408,0.0,1.0,28,143.5,106,223.5,147,175.4,69,11.2,5,0,54.31
29.0,149,415,0.0,0.0,0,156.0,56,56.0,116,163.3,104,8.9,8,0,41.03
42.0,146,408,1.0,0.0,0,160.1,63,208.4,112,177.6,98,9.2,3,2,55.4
20.0,88,415,1.0,0.0,0,235.1,98,251.8,79,285.9,76,7.2,2,4,76.17999999999999
46.0,48,510,0.0,0.0,0,188.4,63,165.9,89,205.7,71,13.2,2,1,58.95
37.0,135,415,0.0,0.0,0,194.8,97,235.3,118,174.4,126,11.0,3,1,63.94
15.0,100,510,0.0,0.0,0,247.8,117,130.0,95,134.3,125,6.9,2,1,61.080000000000005
24.0,98,415,0.0,0.0,0,221.2,80,213.6,104,291.8,89,11.9,3,4,72.1
9.0,75,510,0.0,1.0,26,118.5,86,213.9,118,132.6,99,13.4,3,2,47.919999999999995
7.0,180,415,0.0,1.0,33,231.8,78,232.9,79,206.9,121,7.6,4,1,70.57
46.0,100,415,0.0,1.0,25,215.9,90,257.9,92,180.2,157,11.6,4,1,69.86
35.0,119,415,0.0,1.0,35,217.1,92,220.8,134,249.5,93,8.0,5,2,69.07
18.0,155,408,0.0,1.0,39,183.3,106,205.1,101,263.7,90,5.1,7,1,61.84
14.0,78,415,1.0,0.0,0,236.8,141,265.3,101,152.4,77,9.5,2,1,72.24
31.0,153,415,0.0,0.0,0,193.8,90,195.3,121,182.7,108,8.5,3,1,60.07
29.0,154,415,0.0,0.0,0,191.4,93,205.4,119,205.7,121,10.2,3,3,62.01
49.0,48,408,0.0,0.0,0,275.2,67,180.2,108,159.0,110,7.9,2,1,71.38
28.0,94,408,0.0,0.0,0,174.0,85,241.1,114,207.8,94,7.9,1,1,61.55
44.0,139,415,0.0,0.0,0,165.0,132,249.7,86,170.3,128,12.6,8,1,60.32999999999999
25.0,126,415,0.0,0.0,0,228.7,102,168.7,99,223.5,100,11.8,4,1,66.47
23.0,122,415,0.0,0.0,0,107.9,88,235.8,109,228.6,119,9.5,3,2,51.239999999999995
16.0,131,415,0.0,1.0,28,249.6,87,227.2,138,239.9,92,7.6,3,3,74.58999999999999
16.0,36,510,0.0,0.0,0,178.6,83,213.1,103,198.0,119,10.9,5,1,60.31999999999999
33.0,180,510,0.0,0.0,0,139.0,96,224.9,64,170.8,118,15.7,5,2,54.68
26.0,25,415,0.0,0.0,0,134.3,98,202.3,109,195.9,100,12.6,5,2,52.25
0.0,120,415,0.0,0.0,0,178.4,97,168.3,113,120.5,93,9.3,9,1,52.57
2.0,109,510,0.0,0.0,0,170.7,101,240.2,82,119.0,112,11.4,4,2,57.879999999999995
18.0,162,510,0.0,1.0,33,184.5,139,183.2,78,127.4,106,12.3,6,0,55.99
16.0,124,510,0.0,1.0,37,161.2,109,204.2,79,231.5,87,8.9,4,1,57.58
37.0,177,408,0.0,0.0,0,84.9,77,257.5,109,210.5,66,7.5,5,2,47.82
48.0,91,510,0.0,0.0,0,217.9,71,230.1,116,232.1,110,10.6,2,1,69.89999999999999
5.0,105,408,0.0,0.0,0,270.9,98,226.2,110,178.8,60,8.8,5,0,75.71
16.0,24,510,0.0,0.0,0,243.0,91,183.9,77,184.3,109,15.3,6,0,69.36
12.0,86,408,0.0,0.0,0,126.3,115,168.8,112,154.6,95,9.8,7,2,45.43
29.0,91,510,0.0,0.0,0,159.0,109,255.1,142,82.4,73,10.1,4,0,55.15
35.0,147,415,1.0,1.0,24,219.9,118,208.5,116,352.5,111,8.1,4,3,73.15
42.0,108,510,0.0,1.0,34,162.1,83,171.8,117,259.8,76,9.6,3,4,56.44
36.0,159,510,0.0,0.0,0,198.8,107,195.5,91,213.3,120,16.5,7,5,64.48
28.0,136,510,1.0,0.0,0,256.8,90,230.1,104,143.6,82,9.1,10,3,72.13999999999999
27.0,45,408,0.0,1.0,38,196.8,92,254.2,108,261.8,85,7.7,2,1,68.92999999999999
23.0,122,415,0.0,0.0,0,140.1,120,231.4,128,188.1,127,11.2,5,2,54.970000000000006
23.0,138,415,0.0,0.0,0,194.3,83,189.9,97,232.2,102,9.0,3,5,62.050000000000004
19.0,132,415,0.0,0.0,0,117.6,66,214.0,108,239.5,94,8.8,5,1,51.34
10.0,58,510,0.0,0.0,0,243.1,105,231.4,108,180.9,120,7.8,4,2,71.25
33.0,81,415,0.0,0.0,0,145.4,132,129.3,91,186.4,109,5.2,4,1,45.5
43.0,87,415,0.0,0.0,0,169.1,105,169.9,102,244.9,106,9.9,10,3,56.879999999999995
21.0,116,510,0.0,0.0,0,229.3,93,184.5,111,168.2,91,8.8,3,2,64.61
23.0,62,510,0.0,1.0,33,186.4,84,201.0,136,286.7,103,11.1,3,2,64.68
42.0,98,415,0.0,0.0,0,162.8,65,185.0,109,219.5,104,6.0,3,2,54.91
39.0,107,510,1.0,0.0,0,194.4,83,247.8,84,245.4,93,11.2,7,2,68.17
27.0,30,510,0.0,0.0,0,145.0,76,240.7,112,197.1,134,7.1,4,3,55.9
19.0,40,408,0.0,1.0,31,224.7,69,134.5,81,120.3,104,7.5,5,1,57.07000000000001
42.0,72,408,0.0,0.0,0,147.0,79,162.3,103,162.9,80,10.5,4,1,48.959999999999994
50.0,95,415,0.0,1.0,39,260.8,130,213.4,111,195.6,97,10.1,5,1,74.01
12.0,42,415,0.0,0.0,0,155.4,127,164.1,45,157.7,128,9.0,3,0,49.900000000000006
15.0,86,415,0.0,0.0,0,166.2,112,255.3,81,228.1,97,5.4,7,1,61.67
9.0,55,510,0.0,1.0,45,130.5,114,208.4,94,141.6,114,11.0,5,4,49.24
26.0,74,415,0.0,0.0,0,162.7,102,292.0,105,183.3,80,8.7,6,0,63.080000000000005
28.0,81,408,1.0,1.0,37,237.1,76,264.2,125,271.3,120,7.9,3,1,77.11
